Rank,ACNo,CandidateName,PartyAbbreviation,VotesPolled,PercVotesPolled
11,60,SARAVANAN. K,YSP,293,0.14
12,60,MUNIRAJ. M,IND,287,0.14
13,60,SUNDARAMOORTHY. M,IJK,270,0.13
14,60,RAGU. V,IND,204,0.1
15,60,DHANAPAL. R,SP,164,0.08
1,61,R.MURUGAN,ADMK,64568,33.96
2,61,S.RAJENDRAN,DMK,53147,27.95
3,61,K.GOVINDHASAMY,VCK,33632,17.69
4,61,S.MURALI,PMK,27747,14.59
5,61,K.SURULIRAJAN,KMDK,3500,1.84
6,61,None of the Above,NOTA,2092,1.1
7,61,P.VEDIYAPPAN,BJP,1948,1.02
8,61,A.KARTHIK,BSP,762,0.4
9,61,K.RAMESH,ntk,627,0.33
10,61,S.AGILA,IND,558,0.29
11,61,R.GOVINDAN,IND,510,0.27
12,61,K.RAJENDIRAN,IND,433,0.23
13,61,M.GOVINDASAMY,IND,317,0.17
14,61,S.KUMAR,IND,293,0.15
1,62,GIRI .M.P,DMK,95939,45.6
2,62,DINAKARAN. M,ADMK,83248,39.57
3,62,MURUGAN. C,PMK,15114,7.18
4,62,KALAIYARASI .A,DMDK,8007,3.81
5,62,None of the Above,NOTA,1403,0.67
6,62,DINAKARAN. S,IND,1255,0.6
7,62,DINAKARAN. H,IND,1151,0.55
8,62,BASKARAN. M.R,BSP,948,0.45
9,62,KARUPPAN. V,BJP,884,0.42
10,62,VENNILA.S,ntk,666,0.32
11,62,MURUGAN. R,IND,425,0.2
12,62,SUGUMAR. S,IND,413,0.2
13,62,PANDU. M,GMI,313,0.15
14,62,KASI. G,IND,235,0.11
15,62,ANBAZHAGAN. S,VVIP,209,0.1
16,62,KRISHNAVENI.P,SP,193,0.09
1,63,"VELU,E.V.",DMK,116484,57.15
2,63,"RAJAN,K",ADMK,66136,32.45
3,63,"PANDIAN,L",PMK,7916,3.88
4,63,"MANIKANDAN,S",DMDK,5075,2.49
5,63,"VENKATACHALAPATHI,K",BJP,1935,0.95
6,63,None of the Above,NOTA,1803,0.88
7,63,"KAMALAKKANNAN,J",ntk,1686,0.83
8,63,"JAMEEL BASHA,J",IND,507,0.25
9,63,"RAJAN,K",IND,362,0.18
10,63,"SUGUNA PANDIAN,A.R.",IND,303,0.15
11,63,"SIVAPRAKASH,K",BSP,268,0.13
12,63,"LAKSHMANADOSS,K",IND,181,0.09
13,63,"KOTHANDAPANI,B",IND,173,0.08
14,63,"RAJARAM,G",GokMK,155,0.08
15,63,"SANTHI,E",IND,151,0.07
16,63,"SELVAM,K",IND,127,0.06
17,63,"JAYAKANTHAN,K",GMI,127,0.06
18,63,"SINUVASAN,R",IND,94,0.05
19,63,"SAKTHIVEL,P",IND,90,0.04
20,63,"VENKATESAN,A",SP,89,0.04
21,63,"MUNIYAMMAL,J",IND,87,0.04
22,63,"GANESHKUMAR,M",IND,76,0.04
1,64,PITCHANDI K,DMK,99070,50.22
2,64,SELVAMANI K,ADMK,64404,32.64
3,64,EDIROLIMANIAN G,PMK,20737,10.51
4,64,JOTHI K,CPI,4613,2.34
5,64,DEVENDIRAN S,BSP,1273,0.65
6,64,SUBBARAYAN M,BJP,1209,0.61
7,64,None of the Above,NOTA,1164,0.59
8,64,RAJANGAM M,IND,798,0.4
9,64,RAMESHBABU R,ntk,776,0.39
10,64,PADAVETTAN M,IND,587,0.3
11,64,DURAIRAJ A,IND,460,0.23
12,64,SAMIKKANNU P,IND,424,0.21
13,64,MURUGAN M,IND,410,0.21
14,64,SAMPATHRAJ M,IND,298,0.15
15,64,ELUMALAI A R,IND,286,0.14
16,64,SUGUNA PANDIAN A R,IND,252,0.13
17,64,KANAGAVALLI A,GokMK,233,0.12
18,64,SASIKUMAR S,IND,167,0.08
19,64,SAMPATH P,SP,126,0.06
1,65,PANNEERSELVAM V,ADMK,84394,45.41
2,65,KUMAR G,INC,57980,31.2
3,65,KALIDASS R,PMK,23825,12.82
4,65,NEHRU M,DMDK,9932,5.34
5,65,None of the Above,NOTA,1510,0.81
6,65,RAJAPRABU P,IND,1387,0.75
7,65,RAJKUMAR E,IND,1047,0.56
8,65,PANNEERSELVAM V,IND,840,0.45
9,65,BALAJI .E,ntk,776,0.42
10,65,MURUGAN M,IND,730,0.39
11,65,SAKTHIVEL S,BSP,723,0.39
12,65,MURUGADASS K,IJK,520,0.28
13,65,PANNEERSELVAM V,IND,487,0.26
14,65,GUNASEKARAN M,IND,345,0.19
15,65,PANNEERSELVAM B,IND,336,0.18
16,65,KUMAR S,IND,283,0.15
17,65,PRADEESHKUMAR R,SP,271,0.15
18,65,PALANI N,IND,242,0.13
19,65,LAKSHMANAN K,IND,231,0.12
1,66,SEKARAN.K.V,DMK,66588,34.02
2,66,MURUGAN.M,ADMK,58315,29.8
3,66,ELUMALAI.C,IND,38861,19.86
4,66,VELAYUTHAM.A,PMK,17184,8.78
5,66,SELVAN.P,CPM,5000,2.55
6,66,DHASHANAMOORTHY.A,IND,1858,0.95
7,66,TAMILARASI.D,BJP,1232,0.63
8,66,None of the Above,NOTA,1230,0.63
9,66,VELAUTHAM.M,IND,847,0.43
10,66,KANDAN.P,ntk,624,0.32
11,66,DURAIRAJ.M,IND,612,0.31
12,66,ELUMALAI.A,IND,581,0.3
13,66,RAMACHANDIRAN.M,GokMK,573,0.29
14,66,DEVADASS.M,BSP,571,0.29
15,66,ELUMALAI.C,IND,490,0.25
16,66,VIJAYAKUMAR.B,RPI,424,0.22
17,66,MURUGAN.M,IND,289,0.15
18,66,VIJAYAN.D,VVIP,235,0.12
19,66,SUGUNA.A,SP,200,0.1
1,67,"RAMACHANDRAN, S",ADMK,94074,44.89
2,67,"BABU, S",DMK,86747,41.4
3,67,"RAJASEKAR, S",PMK,12877,6.15
4,67,"BABU MURUGAVEL, R.M",DMDK,7025,3.35
5,67,None of the Above,NOTA,1749,0.83
6,67,"GOPI, P",BJP,1304,0.62
7,67,"MOHANRAJ, J",ntk,872,0.42
8,67,"RAMACHANDRAN, S",IND,704,0.34
9,67,"SEKAR, K",GokMK,607,0.29
10,67,"VENKATESAN, S",IND,539,0.26
11,67,"SUMATHI, S",IND,453,0.22
12,67,"GANESAN, A",BSP,413,0.2
13,67,"PALANI, P",IND,373,0.18
14,67,"SAKTHIVEL , S",IND,354,0.17
15,67,"ASHOKKUMAR, A",IND,272,0.13
16,67,"BABU, S",IND,180,0.09
17,67,"RAMACHANDRAN, V",IND,163,0.08
18,67,"SASI, P",IND,159,0.08
19,67,"EKAMBARAM, V",IND,151,0.07
20,67,"JANAKIRAMAN, M",SP,147,0.07
21,67,"JAYACHANDRAN, S",IND,145,0.07
22,67,"MANI, D",SaSP,127,0.06
23,67,"VELU, P",VVIP,110,0.05
1,68,MOHAN K,ADMK,77766,37.78
2,68,DR. VISHNUPRASAD M K,INC,69239,33.64
3,68,SRINIVASAN G,PMK,37491,18.22
4,68,SARVANAN P,DMDK,10855,5.27
5,68,BHASKARAN.B,BJP,2388,1.16
6,68,None of the Above,NOTA,2248,1.09
7,68,MOHAN K,IND,1300,0.63
8,68,VELAYUTHAM T,IND,1080,0.52
9,68,RAJESH S,ntk,974,0.47
10,68,MOHAN A,IND,532,0.26
11,68,AMUTHA P,IND,491,0.24
12,68,SRIDHAR S,IND,443,0.22
13,68,SOUNDARAPANDIYAN S,IND,295,0.14
14,68,RAVI G,SP,287,0.14
15,68,MATHI K,IND,282,0.14
16,68,PREMKUMAR P,IND,142,0.07
1,69,"AMBETHKUMAR, S",DMK,80206,44.2
2,69,"MEGANATHAN, V",ADMK,62138,34.24
3,69,VADIVELRAVANAN,PMK,24277,13.38
4,69,"METHARAMESH, M.K",VCK,7745,4.27
5,69,None of the Above,NOTA,2421,1.33
6,69,"SUDHA, J",IJK,1079,0.59
7,69,"PONNAN, T",BSP,862,0.47
8,69,"RAVI, C",IND,743,0.41
9,69,"NEELAKANDAN, C",ntk,685,0.38
10,69,"MEGANATHAN, M",IND,607,0.33
11,69,"JAGAN, S",IND,319,0.18
12,69,"PARTHASARATHI, J",IND,214,0.12
13,69,"RAMAMOORTHI, M",SP,180,0.1
1,70,MASTHAN K S,DMK,88440,43.99
2,70,GOVINDASAMY A,ADMK,66383,33.02
3,70,GANESH KUMAR A,PMK,28515,14.18
4,70,MANI A K,MDMK,10672,5.31
5,70,None of the Above,NOTA,2326,1.16
6,70,RAJENDIRAN M S,BJP,1443,0.72
7,70,LOGANATHAN K,IND,1151,0.57
8,70,DHANASEKAR R,ntk,581,0.29
9,70,MASTHAN B,IND,567,0.28
10,70,GANESAN P,IND,291,0.14
11,70,POYYATHAPPAN K,IND,198,0.1
12,70,SENJE RAJA KNK,IND,126,0.06
13,70,GOPI S,IND,124,0.06
14,70,DEVANATHAN R,VVIP,117,0.06
15,70,GOVINDAN A,IND,90,0.04
1,71,MASILAMANI R,DMK,70880,41.4
2,71,ANNADURAI K,ADMK,58574,34.21
3,71,RAJASHEKARAN VR,PMK,25711,15.02
4,71,BALAJI SS,VCK,10866,6.35
5,71,None of the Above,NOTA,1722,1.01
6,71,RAJASEKAR J,IND,753,0.44
7,71,VIDJEALATCHOUMY S,ntk,672,0.39
8,71,STEPHANRAJ S,BSP,583,0.34
9,71,GNANASEKAR E,IND,445,0.26
10,71,SUNDARAMURTHY C,IND,385,0.22
11,71,RAMADEVI R,IJK,315,0.18
12,71,ARUL N,IND,210,0.12
13,71,ELAIYARAJA P,IND,95,0.06
1,72,SEETHAPATHY P,DMK,61879,35.33
2,72,RAJENDRAN S P,ADMK,61778,35.27
3,72,KALIDOSS A,PMK,29848,17.04
4,72,UDHAYAKUMAR M,DMDK,14928,8.52
5,72,None of the Above,NOTA,2112,1.21
6,72,POOVAZHAGI B,BJP,1509,0.86
7,72,BHUVANESHWARI G,ntk,908,0.52
8,72,VISWANATHAN S A,AIPMK,716,0.41
9,72,KARTHICK R,IND,489,0.28
10,72,GOVINDASAMY A,BSP,396,0.23
11,72,MEERA K,IND,392,0.22
12,72,CHANDRASEKARAN M,IND,195,0.11
1,73,CHAKRAPANI M,ADMK,64167,36.79
2,73,MYDILI R,DMK,53944,30.93
3,73,SANKAR P,PMK,27240,15.62
4,73,RAVIKUMAR D,VCK,23873,13.69
5,73,THIRUSELVAKUMAR D,BJP,1716,0.98
6,73,None of the Above,NOTA,1430,0.82
7,73,LATCHOUMY M,ntk,797,0.46
8,73,KANNABIRAN V,BSP,595,0.34
9,73,SELVAKUMARI E,IND,451,0.26
10,73,ELAMURUGAN V,IND,215,0.12
1,74,SHANMUGAM C VE,ADMK,69421,36.74
2,74,AMEER ABBAS S M,IUML,47130,24.94
3,74,PALANIVEL P,PMK,36456,19.29
4,74,VENGATESAN L,DMDK,24907,13.18
5,74,JAYAKUMAR RAMA,BJP,2188,1.16
6,74,None of the Above,NOTA,1701,0.9
7,74,SUBRAMANI K,ntk,1231,0.65
8,74,MUGAMADHU ALI JINNA M,IND,841,0.45
9,74,VENKATESAN A,IND,801,0.42
10,74,PALANIVEL P,IND,578,0.31
11,74,DINESH G,IND,461,0.24
12,74,KALIAMOORTHY G KARUNCHIRUTHAI,BSP,456,0.24
13,74,SHANMUGAM V C,IND,370,0.2
14,74,SHANMUGAM P,IND,357,0.19
15,74,SULTHAN MOIDEEN D,IND,294,0.16
16,74,JEYACHANDRAN J,GMI,265,0.14
17,74,MURUGAN K,IND,230,0.12
18,74,ANANDHBABU A,IND,215,0.11
19,74,MEENAKSHI V,IND,182,0.1
20,74,RAMAKRISHNAN R,SP,180,0.1
21,74,VENKATESH  KUMAR  K,IND,165,0.09
22,74,VICTOR A S,IND,161,0.09
23,74,SHANMUGAM K,IND,140,0.07
24,74,INIYADHAYALAN G,IND,122,0.06
25,74,SHANMUGAM A,IND,112,0.06
1,75,RATHAMANI.K,DMK,63757,35.69
2,75,VELU R,ADMK,56845,31.82
3,75,ANBUMANI. C,PMK,41428,23.19
4,75,RAMAMURTHY R,CPM,9981,5.59
5,75,None of the Above,NOTA,1385,0.78
6,75,AADHAVAN. S,BJP,1291,0.72
7,75,MUTHUKUMARASAMY. S,IND,699,0.39
8,75,SARAVANAKUMAR. S,ntk,594,0.33
9,75,VELU. K,IND,522,0.29
10,75,MURUGADOSS A,BSP,467,0.26
11,75,NAVANEETHAM. R,IND,396,0.22
12,75,THANGARASU. K,IND,394,0.22
13,75,VELU. K,IND,215,0.12
14,75,MANIVANNAN. T,IND,192,0.11
15,75,RAVICHANDRAN. A,SP,157,0.09
16,75,PERUMAL. B,IND,125,0.07
17,75,KALIYAPERUMAL. G,IND,119,0.07
18,75,ATCHUTHAN S,IND,70,0.04
1,76,PONMUDY K,DMK,93837,49.8
2,76,GOTHANDARAMAN G,ADMK,52780,28.01
3,76,BALASAKTHI,PMK,18822,9.99
4,76,GANESH G,TMC(M),15045,7.98
5,76,None of the Above,NOTA,2110,1.12
6,76,RAJESH,IND,1473,0.78
7,76,DHANDAPANI S,BJP,1178,0.63
8,76,RAJASEKAR D,ntk,732,0.39
9,76,VINOTH S,IND,504,0.27
10,76,PALANIVEL S,IND,461,0.24
11,76,GANESH S,IND,375,0.2
12,76,THAMILSELVI D,IND,347,0.18
13,76,SAPTHAGIRI T,IND,306,0.16
14,76,SURESH,IND,246,0.13
15,76,ARULNEHRU V,IND,222,0.12
1,77,"KUMARAGURU, R.",ADMK,81973,36.04
2,77,"VASANTHAVEL, G.R.",DMK,77809,34.21
3,77,VIJAYKANT,DMDK,34447,15.14
4,77,"BALU, K.",PMK,20233,8.89
5,77,"SARAVANAN, G.V.",IND,2657,1.17
6,77,"SHANMUGAM, P.",IND,1791,0.79
7,77,"ARUMUGAM, E",IND,931,0.41
8,77,"VIJAYAKANTH, A.",IND,872,0.38
9,77,"CHANDRASEKARAN, N.",BSP,856,0.38
10,77,None of the Above,NOTA,829,0.36
11,77,AGNI SRIRAMACHANDRAN,IND,538,0.24
12,77,"DESINGH, S.",ntk,524,0.23
13,77,"BAKKIIYALAKSHMI, K.",IND,516,0.23
14,77,"RAJASEKARAN, K.",IND,505,0.22
15,77,"ARIGOVINDHAN, T.",IND,458,0.2
16,77,"BALU, P.",IND,363,0.16
17,77,"KUMARAGURU, D.",IND,343,0.15
18,77,"RAMALINGAM, G.",KMDK,310,0.14
19,77,"RAJENDRAN, S.",IJK,293,0.13
20,77,"ARASAN, K.",IND,280,0.12
21,77,"VENKATESAN, M.",CPI(ML)(L),274,0.12
22,77,"VIJAYAKANTH, S.",IND,181,0.08
23,77,"PADMARAJAN, DR.K.",IND,166,0.07
24,77,"SURIYA PRAKASH, M.",VTIP,126,0.06
25,77,RAHAMATHULLAH SHARIFF,IND,107,0.05
26,77,"MANOKARAN, D.",IND,94,0.04
1,78,KARTHIKEYAN.K,DMK,92607,47.08
2,78,DHANDAPANI.K,ADMK,72104,36.66
3,78,VINCENT JAYARAJ.VJP,DMDK,14239,7.24
4,78,PANDIYAN.KP,PMK,8148,4.14
5,78,BARATH.S,IND,1710,0.87
6,78,RAPHAEL RAJ.C,IND,1090,0.55
7,78,CHANDRASEKARAN.V,IND,1022,0.52
8,78,SAKTHIVEL.S,BSP,918,0.47
9,78,None of the Above,NOTA,867,0.44
10,78,MUNIYAN.K,ntk,782,0.4
11,78,JAYARAMAN.S,IND,630,0.32
12,78,SANDHANAM.M,IND,513,0.26
13,78,KARTHIK.R,IND,494,0.25
14,78,SENTHILKUMAR.M,IJK,406,0.21
15,78,DHANDAPANI.D,IND,322,0.16
16,78,ELUMALAI.N,VVIP,239,0.12
17,78,KAMALAKANNAN.M,IND,212,0.11
18,78,RADHAKRISHNAN.C,IND,186,0.09
19,78,SHANKAR.S,YSP,119,0.06
20,78,ANBAZHAGAN.M,IND,89,0.05
1,79,UDHAYASURIYAN.T,DMK,90920,44.72
2,79,MOHAN P,ADMK,76392,37.58
3,79,SIVARAMAN S,PMK,13612,6.7
4,79,GOVINTHAN.R,DMDK,13343,6.56
5,79,RAJENDRAN S,KMDK,1189,0.58
6,79,MOORTHY M K,IND,1181,0.58
7,79,ABDUL GAFOOR.G,SDPI,1141,0.56
8,79,None of the Above,NOTA,1032,0.51
9,79,RAJAMANI V,IND,955,0.47
10,79,SANKAR S,ntk,663,0.33
11,79,MANNAN M P,BSP,572,0.28
12,79,ARUMUGAM P,IND,541,0.27
13,79,SARATHI K,IJK,315,0.15
14,79,MARIKANNU A,IND,314,0.15
15,79,DHANAM K,RPI,275,0.14
16,79,SENTHIL MURUGAN P,IND,228,0.11
17,79,JAYAPRAKASH K,IND,223,0.11
18,79,ARASU A,IND,221,0.11
19,79,OVIYAR ANANDH C,LJP,178,0.09
1,80,PRABHU A,ADMK,90108,42.16
2,80,KAMARAJ P,DMK,86004,40.24
3,80,RAMAMOORTHTHY  S,VCK,17492,8.18
4,80,SENTHAMILSELVI R,PMK,9736,4.56
5,80,None of the Above,NOTA,3008,1.41
6,80,RANGANATHAN A,IND,2085,0.98
7,80,CHANDIRAN R,KMDK,1892,0.89
8,80,ELAYAPERUMAL K,IJK,1309,0.61
9,80,MARIYAPPAN C,ntk,1181,0.55
10,80,MUTHUKRISHNAN M,IND,305,0.14
11,80,KAMARAJ M,IND,291,0.14
12,80,MANNAN M P,IND,154,0.07
13,80,RAMAR  S,LJP,154,0.07
1,81,MARUTHAMUTHU.A,ADMK,74301,42.22
2,81,REKHA PRIYADHARSHINI.J,DMK,72039,40.94
3,81,SHANMUGAVEL MURTY.A,PMK,10715,6.09
4,81,SUBA.R,DMDK,7114,4.04
5,81,GANESAN.A,KMDK,3786,2.15
6,81,SIVAGAMI PARAMASIVAM. DR,BJP,2023,1.15
7,81,None of the Above,NOTA,1766,1
8,81,SENTHILKUMAR.P,ntk,921,0.52
9,81,MARUTHAMUTHU.M,IND,856,0.49
10,81,MAYAKANNAN.S,IND,846,0.48
11,81,SANTHIYA.J,IND,529,0.3
12,81,MOORTHY.R,IND,313,0.18
13,81,GANAPATHI.T,IND,215,0.12
14,81,ELAMATHI.E,IND,208,0.12
15,81,KUMAR.V,VTK,196,0.11
16,81,MUTHULAKSHMI.P,SP,153,0.09
1,82,CHINNATHAMBI R M,ADMK,82827,44.34
2,82,ARTHANARI S K,INC,65493,35.06
3,82,AMSAVENI G,PMK,18363,9.83
4,82,ADHITHYAN K P,VCK,8532,4.57
5,82,None of the Above,NOTA,2742,1.47
6,82,JAYASEELAN R,KMDK,2413,1.29
7,82,SELLADURAI R,IJK,1747,0.94
8,82,SATHISHBABU S,ntk,1531,0.82
9,82,MARIYAPPAN M P,BSP,947,0.51
10,82,VIJAYARAGAVAN M,IND,718,0.38
11,82,LAKSHMANAN S,IND,395,0.21
12,82,ARUN T,IND,349,0.19
13,82,PERIYASAMY A,IND,283,0.15
14,82,MURUGESAN C,SP,247,0.13
15,82,BAKKIYARAJ P,IND,201,0.11
1,83,CHITRA.G,ADMK,100562,45.18
2,83,TAMILSELVAN.C,DMK,83168,37.37
3,83,SELVAM.R,PMK,17998,8.09
4,83,KUMAR.C,DMDK,10455,4.7
5,83,None of the Above,NOTA,3136,1.41
6,83,PON RASA,BJP,2225,1
7,83,SENGOTTUVEL.T,ntk,1265,0.57
8,83,CHITRA.R,IND,1063,0.48
9,83,PRABHAVATHY.L,KMDK,958,0.43
10,83,SAGADEVAN.V,IND,771,0.35
11,83,SAKTHIVEL.K,IND,401,0.18
12,83,KASI.K,IND,243,0.11
13,83,ARIVUKKANNU.C,IND,164,0.07
14,83,KANNAN.A,IND,157,0.07
1,84,VETRIVEL.S,ADMK,89169,39.23
2,84,AMMASI.S,DMK,69213,30.45
3,84,TAMILARASU.A,PMK,48721,21.44
4,84,ELANGOVAN.A.R,DMDK,9744,4.29
5,84,None of the Above,NOTA,1739,0.77
6,84,SELVARAJ.C,IND,1486,0.65
7,84,SARAVANAN.P,KMDK,1111,0.49
8,84,GOVINDARAJ.S,IJK,1030,0.45
9,84,RAMESH.V,ntk,944,0.42
10,84,SELVARAJ.P,IND,683,0.3
11,84,SADAIYAN.M,BSP,633,0.28
12,84,RAGUPATHI.P.M,NCP,537,0.24
13,84,ARJUNAN.M,IND,537,0.24
14,84,ABDUL WAHID.E,IND,390,0.17
15,84,KALIAPPAN.A,IND,309,0.14
16,84,SARASWATHI.P,IND,298,0.13
17,84,SELLADURAI.V,IND,262,0.12
18,84,AMBETHKAR.V,IND,216,0.1
19,84,RAJA.K,IND,166,0.07
20,84,RAVISANKAR.G,IND,107,0.05
1,85,SEMMALAI.S,ADMK,72751,35.05
2,85,PARTHIBAN.S.R,DMK,66469,32.02
3,85,MANI.G.K,PMK,49939,24.06
4,85,BOOPATHY.R,DMDK,5892,2.84
5,85,None of the Above,NOTA,1829,0.88
6,85,BALASUBRAMANIAN.P,BJP,1428,0.69
7,85,RAJAGOUNDER.A,KMDK,1345,0.65
8,85,VENKATACHALAM.N,ntk,981,0.47
9,85,GOPALAN.M,NCP,826,0.4
10,85,SEVANTHI.V,GMI,783,0.38
11,85,PARTHIBAN.R,IND,707,0.34
12,85,NANGA GOUNDER.D,IND,572,0.28
13,85,PARANTHAMAN.K,IND,544,0.26
14,85,SUBRAMANIAM.P,IND,526,0.25
15,85,NANTHAKUMAR.N,IND,515,0.25
16,85,PADMARAJAN.K.DR,IND,359,0.17
17,85,PALANISAMY.K,IND,340,0.16
18,85,BAKKIYAM.A,IND,309,0.15
19,85,KARUNAKARAN M.V,GPI,268,0.13
20,85,PRABHU.S,IND,238,0.11
21,85,SIVA.A,IND,236,0.11
22,85,JAGANATHAN.V,IND,226,0.11
23,85,MATHAYAN.C,BSP,174,0.08
24,85,USHA RANI.R,IND,160,0.08
25,85,PARTHIBAN.I,IND,157,0.08
1,86,PALANISWAMI. K,ADMK,98703,43.74
2,86,ANNADURAI. N,PMK,56681,25.12
3,86,MURUGESAN. P.A.,DMK,55149,24.44
4,86,THANGAVEL. P,CPM,5437,2.41
5,86,None of the Above,NOTA,1913,0.85
6,86,PALANISAMY. K,NCP,1789,0.79
7,86,RAMESH. K,ntk,971,0.43
8,86,SRINIVASAN. N,KMDK,959,0.43
9,86,MUNIRAJA. E,IND,869,0.39
10,86,KUMARESAN. M,IND,741,0.33
11,86,SEDHUPATHI. A,IND,487,0.22
12,86,SAKTHIVEL. S,IND,460,0.2
13,86,ESWARAMOORTHI. N,IND,432,0.19
14,86,VENKATESAN. M,IJK,363,0.16
15,86,KUPPAYEE. R,IND,360,0.16
16,86,THIRUMOORTHY. K,JD(U),330,0.15
1,87,RAJA.S,ADMK,96202,44.57
2,87,RAJESWARAN.T.K,INC,58828,27.25
3,87,KANNAN.P,PMK,37927,17.57
4,87,SELVAKUMAR.K,TMC(M),5633,2.61
5,87,SARAVANAN.K,KMDK,5091,2.36
6,87,MURUGESAN.A.C,BJP,3184,1.48
7,87,None of the Above,NOTA,2934,1.36
8,87,JANAKI.V,ntk,1521,0.7
9,87,MUTHUSAMY.A,IND,1110,0.51
10,87,BALAMURUGAN.S,IND,889,0.41
11,87,THARANI SELVAN.A,IND,726,0.34
12,87,KATHIRVEL.A,IND,581,0.27
13,87,TAMILSELVI.V,IND,494,0.23
14,87,AYYANAR.C,IND,259,0.12
15,87,GOVINDAN.M,IND,256,0.12
16,87,MURTHY KAMARAJAR.M,YSP,228,0.11
1,88,VENKATACHALAM.G,ADMK,80755,39.88
2,88,PANNEER SELVAM.C.,DMK,73508,36.3
3,88,ARUL.R,PMK,29982,14.81
4,88,ALAGAAPURAM R. MOHANRAJ,DMDK,8962,4.43
5,88,None of the Above,NOTA,3107,1.53
6,88,RASA.A,ntk,1374,0.68
7,88,VENKATACHALAM.R,KMDK,857,0.42
8,88,HARIHARAN.K.R,IJK,554,0.27
9,88,PONGALI.K.S,IND,490,0.24
10,88,JEEVANANTHAM.M,IND,460,0.23
11,88,VENKATACHALAM.G,IND,380,0.19
12,88,VEERAKUMAR.P,IND,355,0.18
13,88,PANNEERSELVAM.N,IND,318,0.16
14,88,RAJASHEGARAN. S.K.R,IND,311,0.15
15,88,BALAMURUGAN.G,RPI(A),266,0.13
16,88,RAMACHANDRAN.P,IND,219,0.11
17,88,SAKTHIVEL.J,IND,175,0.09
18,88,ARIVAZHAGAN.P,VTK,172,0.08
19,88,SELVAKUMAR.D,IND,139,0.07
20,88,CHITRA .S,IND,94,0.05
1,89,RAJENDRAN.R,DMK,86583,45.14
2,89,SARAVANAN.K.R.S,ADMK,76710,39.99
3,89,KATHIR RAASARATINAM,PMK,7975,4.16
4,89,GOPINATH.R.P,BJP,5922,3.09
5,89,DEVADASS.R,TMC(M),4157,2.17
6,89,None of the Above,NOTA,4009,2.09
7,89,KOVENDHAN.R,ntk,1954,1.02
8,89,NATESAN.P,IND,1466,0.76
9,89,AMJATH BASHA.A,SDPI,471,0.25
10,89,SARAVANAN.M,NCP,431,0.22
11,89,GOVINDARAJ.K,IND,401,0.21
12,89,SUBRAMANI.R.K,IND,344,0.18
13,89,SENKOTTUVEL.C,KMDK,339,0.18
14,89,ARAVINTH.R,IND,249,0.13
15,89,LATHA.B,RPI(A),182,0.09
16,89,PONNUTHAMBI.S,RPI,131,0.07
17,89,PONNUSAMY.V,BSP,99,0.05
18,89,SABBAPATHI.M,YSP,81,0.04
19,89,KRISHNASAMY.M.A,IND,78,0.04
20,89,SURESH.T,IND,67,0.03
21,89,VELAYUDHAM.P,IND,57,0.03
22,89,PALANIVEL.K,IND,53,0.03
23,89,PRABHU.G,IND,31,0.02
24,89,RAMACHANDRAN.P,IND,30,0.02
1,90,SAKTHIVEL A B,ADMK,101696,51.39
2,90,GUNASEKARAN M,DMK,71243,36
3,90,KUMAR K,PMK,6325,3.2
4,90,ANNADURAI N,BJP,4686,2.37
5,90,None of the Above,NOTA,4121,2.08
6,90,JAYACHANDRAN G,VCK,3983,2.01
7,90,PREMA B,ntk,1788,0.9
8,90,RAJA S,IND,820,0.41
9,90,JAYARAJ S,IND,549,0.28
10,90,ELANGO R C,KMDK,470,0.24
11,90,SOLARAJAN M,BSP,469,0.24
12,90,KUMARESAN S,IND,372,0.19
13,90,JANAKIRAMAN J,IND,328,0.17
14,90,RAJENDRAN L,IND,242,0.12
15,90,MADHESWARAN B,IND,198,0.1
16,90,PATMAVATHI S,IND,140,0.07
17,90,SHANMUGAM K,IND,138,0.07
18,90,RAMESH KUMAR N,NCP,125,0.06
19,90,LOGANATHAN A P,IND,104,0.05
20,90,MAHALINGAM N,UCPI,92,0.05
1,91,MANONMANI.P,ADMK,94792,45.86
2,91,RAJENDRAN. A,DMK,80311,38.85
3,91,SAMRAJ.A.R.B,PMK,17218,8.33
4,91,MOHAN. A,CPI,6483,3.14
5,91,None of the Above,NOTA,2828,1.37
6,91,SASI KUMAR.M,ntk,1233,0.6
7,91,KAMARAAJ. K.P,KMDK,1198,0.58
8,91,SELLAMMAL.V.M,BSP,803,0.39
9,91,LOGANATHAN.P,IND,616,0.3
10,91,MOHANKUMAR. M,IJK,345,0.17
11,91,MARGANDEYAN.A,IND,252,0.12
12,91,JAYAKUMAR.P,IND,225,0.11
13,91,MANONMANI.A,IND,138,0.07
14,91,KOKILA.G,IND,97,0.05
15,91,SENTHILKUMAR.M,IND,90,0.04
16,91,SATHISHKUMAR.M,IND,89,0.04
1,92,SAROJA V. DR,ADMK,86901,46.5
2,92,DURAISAMY V.P,DMK,77270,41.35
3,92,PUSHPAGANDHI J,PMK,6952,3.72
4,92,ARJUN G,VCK,4341,2.32
5,92,None of the Above,NOTA,2795,1.5
6,92,BHARATHI P,KMDK,2542,1.36
7,92,KUPPUSAMY C,BJP,2375,1.27
8,92,ARUNKUMAR S,ntk,2076,1.11
9,92,MANICKAM S.M,IND,590,0.32
10,92,DURAISAMY P,IND,400,0.21
11,92,CHINNATHAMBI K,RPI(A),264,0.14
12,92,DURAISAMY P.V,IND,192,0.1
